matchId,matchDate,ouid,nickname,seasonId,matchResult,matchEndType,systemPause,foul,injury,redCards,yellowCards,dribble,cornerKick,possession,offsideCount,averageRating,controller,shootTotal,effectiveShootTotal,shootOutScore,goalTotal,goalTotalDisplay,ownGoal,shootHeading,goalHeading,shootFreekick,goalFreekick,shootInPenalty,goalInPenalty,shootOutPenalty,goalOutPenalty,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,bouncingLobPassTry,bouncingLobPassSuccess,drivenGroundPassTry,drivenGroundPassSuccess,throughPassTry,throughPassSuccess,lobbedThroughPassTry,lobbedThroughPassSuccess,blockTry,blockSuccess,tackleTry,tackleSuccess
670d0693dce3d630fa5513d3,2024-10-14T12:05:44,5dc6f3efa3b748d3873bd12e6c8ec71d,KT곽준혁,202410,승,0,0.0,1.0,0.0,0.0,0.0,65.0,1.0,51.0,0.0,4.73333,gamepad,7.0,6.0,0.0,6.0,6,0.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,2.0,0.0,0.0,113.0,106.0,79.0,78.0,6.0,5.0,1.0,0.0,5.0,5.0,20.0,18.0,0.0,0.0,8.0,0.0,16.0,12.0
670d01fe05f976fe0cdae3fa,2024-10-14T11:45:43,e9cd39fb8c358095b80a368888200f89,보거스히딩크,202410,패,0,0.0,1.0,0.0,0.0,0.0,90.0,2.0,57.0,1.0,3.23333,gamepad,5.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,130.0,115.0,102.0,96.0,4.0,0.0,1.0,0.0,1.0,0.0,20.0,19.0,0.0,0.0,10.0,0.0,7.0,4.0
670d01fe05f976fe0cdae3fa,2024-10-14T11:45:43,5dc6f3efa3b748d3873bd12e6c8ec71d,KT곽준혁,202410,승,0,0.0,0.0,0.0,0.0,0.0,59.0,4.0,43.0,0.0,4.76111,gamepad,9.0,7.0,0.0,5.0,5,0.0,1.0,0.0,0.0,0.0,7.0,3.0,2.0,2.0,0.0,0.0,87.0,73.0,46.0,44.0,8.0,1.0,1.0,0.0,10.0,8.0,22.0,20.0,0.0,0.0,13.0,0.0,18.0,9.0
670cfd92b3763ddee65a2adf,2024-10-14T11:32:23,5dc6f3efa3b748d3873bd12e6c8ec71d,KT곽준혁,202410,승,0,0.0,2.0,1.0,0.0,0.0,113.0,1.0,54.0,1.0,4.05556,gamepad,6.0,4.0,5.0,3.0,3,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,142.0,132.0,95.0,92.0,4.0,3.0,0.0,0.0,14.0,12.0,28.0,25.0,0.0,0.0,10.0,1.0,22.0,10.0
670cfd92b3763ddee65a2adf,2024-10-14T11:32:23,273cb73976b33dc7ee374a1dde36f16b,KimYooMin,202410,패,0,0.0,0.0,0.0,0.0,0.0,101.0,7.0,46.0,0.0,4.02778,gamepad,14.0,10.0,4.0,3.0,3,0.0,3.0,0.0,2.0,0.0,6.0,2.0,8.0,1.0,0.0,0.0,121.0,114.0,82.0,78.0,6.0,5.0,1.0,1.0,11.0,10.0,21.0,20.0,0.0,0.0,6.0,1.0,15.0,10.0
670cf946de0b65eb02501dfe,2024-10-14T11:12:35,5dc6f3efa3b748d3873bd12e6c8ec71d,KT곽준혁,202410,승,0,0.0,2.0,0.0,0.0,0.0,107.0,1.0,57.0,1.0,4.45556,gamepad,10.0,9.0,0.0,6.0,6,0.0,2.0,1.0,0.0,0.0,7.0,6.0,3.0,0.0,0.0,0.0,161.0,147.0,96.0,94.0,16.0,11.0,0.0,0.0,12.0,12.0,36.0,30.0,0.0,0.0,11.0,1.0,21.0,12.0
670cf946de0b65eb02501dfe,2024-10-14T11:12:35,c146cee649e47d1babdf9324677e180e,3루수,202410,패,0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,43.0,0.0,4.04444,keyboard,9.0,8.0,0.0,5.0,5,0.0,1.0,1.0,1.0,0.0,4.0,3.0,5.0,2.0,0.0,0.0,110.0,92.0,61.0,54.0,6.0,2.0,0.0,0.0,5.0,4.0,33.0,31.0,0.0,0.0,8.0,0.0,26.0,11.0
670cf503132f40e9c8c62d87,2024-10-14T10:55:40,5dc6f3efa3b748d3873bd12e6c8ec71d,KT곽준혁,202410,패,0,0.0,4.0,0.0,0.0,0.0,115.0,2.0,48.0,1.0,3.98889,gamepad,9.0,5.0,2.0,3.0,3,0.0,0.0,0.0,1.0,0.0,4.0,2.0,5.0,1.0,0.0,0.0,149.0,132.0,85.0,80.0,3.0,2.0,1.0,0.0,22.0,22.0,35.0,28.0,0.0,0.0,15.0,0.0,26.0,8.0
670cf503132f40e9c8c62d87,2024-10-14T10:55:40,b0a24490f42c6b16fd07cdc5059b45cd,타워,202410,승,0,0.0,2.0,0.0,0.0,0.0,121.0,3.0,52.0,3.0,4.08333,keyboard,7.0,6.0,4.0,3.0,3,0.0,0.0,0.0,2.0,0.0,4.0,2.0,2.0,0.0,1.0,1.0,162.0,148.0,136.0,128.0,1.0,0.0,0.0,0.0,2.0,2.0,23.0,18.0,0.0,0.0,16.0,0.0,16.0,8.0
670cf1ecc7b1df56783cd5ad,2024-10-14T10:37:48,ca39161ac838183530d4a1248907b71b,UnLMTD이민석,202410,패,0,0.0,0.0,0.0,0.0,0.0,88.0,2.0,55.0,0.0,4.07222,gamepad,8.0,4.0,0.0,3.0,3,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,1.0,124.0,119.0,98.0,97.0,4.0,1.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,11.0,0.0,8.0,4.0
